c++,0.02096271151557613,1,257.2102803738317,68
sun microsystems,0.021513320912426786,2,361.9705882352941,136
apple inc.,0.022164634031323245,3,111.44295302013423,2
windows 8,0.023688160527047537,4,185.42592592592595,20
b (programming language),0.12139671996306077,655,1594.0357142857144,674,step two
buffer overflow,0.1214999174591781,656,1604.0357142857142,680,step two
microsoft foundation class library,0.12155764854174728,657,1576.9285714285716,658,step two
concurrency (computer science),0.1218188356418436,658,1247.6666666666667,595,step two
toolchain,0.1219317506486033,659,1698.8461538461538,687,step two
directive (programming),0.12197746902720101,660,1699.6153846153848,688,step two
build automation,0.12221063275804929,661,1703.5384615384614,689,step two
google code,0.12225177929878721,662,1704.230769230769,690,step two
static code analysis,0.1222677807312964,663,1704.5,691,step two
computer architecture,0.12234026746943975,344,778.25,322
aspect-oriented programming,0.1224986585432148,664,1708.3846153846155,695,step two
self (programming language),0.1225688275072142,665,1485.3333333333333,649,step two
relational database management system,0.12292097242087124,345,647.05,268
notification center,0.12298164217735595,346,1100.6,376
zlib license,0.12371350977178835,666,1383.40625,614,step two
static variable,0.12394776377681993,667,1582.9285714285716,664,step two
angular (application platform),0.12411844064325712,347,1372.3750000000002,387
type theory,0.12424419353903116,668,1626.7142857142858,683,step two
web server,0.1244079148599114,348,458.76470588235287,187
web standards,0.12464620018495505,349,721.6875000000001,302
abstraction (computer science),0.12658191777364286,669,1117.8,546,step two
microsoft powerpoint,0.12674420900413,670,1746.7692307692307,703,step two
microsoft developer network,0.12689742295484932,350,466.6923076923077,194
portable computer,0.1272870057174547,351,964.0,366
geotag,0.1273163775015445,352,1367.125,383
data buffer,0.12734300926768485,353,928.3333333333334,353
data mining,0.12740000634633686,354,1098.0,372
web framework,0.12757163174619648,355,738.0625,312
virtual private network,0.1277734812084172,356,892.5000000000001,344
voip,0.12778723959998395,671,1672.0,684,step two
programmer,0.12784288999183066,357,764.9999999999999,319
personal information manager,0.12811664816162874,358,710.125,292
function (computer science),0.1287045598200917,672,1389.5624999999998,620,step two
release candidate,0.1291012003516413,359,1415.5000000000002,395
comment (computer programming),0.12951098202104372,673,1169.157894736842,563,step two
microsoft exchange server,0.12973351460053498,360,646.9444444444445,267
material design,0.1304766867035234,361,1109.3,378
codebase,0.1306207189943409,674,1845.0416666666667,706,step two
abap,0.13085845456304895,675,1849.0416666666667,709,step two
web development,0.13096597826990894,362,808.7142857142857,329
haptic technology,0.13111299531887402,363,963.0000000000001,364
optical character recognition,0.13124283938362566,676,1518.0,653,step two
compiler optimization,0.13131411440307272,677,1856.7083333333333,713,step two
modula-3,0.13131458538493185,678,1238.7777777777776,591,step two
access control,0.1314597074944223,364,963.5000000000001,365
array programming,0.13153875259249437,679,1852.916666666667,710,step two
character (computing),0.13161508729692886,680,1154.375,555,step two
comma-separated values,0.1316583356952646,681,1862.5,714,step two
filename extension,0.13222295767094625,682,1872.0,715,step two
proxy server,0.1323668061460579,365,772.375,321
arrow keys,0.13260590386887786,366,1373.0,388
universal windows platform,0.13292717580145244,683,1586.1785714285718,667,step two
maple (software),0.13340304726256785,684,1712.5769230769229,696,step two
end-of-life (product),0.1334849121845202,685,1482.1333333333334,647,step two
computer programmer,0.133679450202759,367,698.9375,287
adware,0.13385782874795613,686,1727.153846153846,700,step two
mobile computing,0.1340034070271645,368,821.7142857142857,332
skeletal animation,0.13408176742377392,687,1597.357142857143,678,step two
squeak,0.13413939232625355,688,1704.9615384615383,692,step two
arm64,0.13430380485835164,689,1845.5416666666665,707,step two
pl/sql,0.1343072929452941,690,1478.1999999999998,641,step two
turbo pascal,0.13431232640681254,691,1707.2692307692307,694,step two
inheritance (computer science),0.13444328181386847,692,1237.5277777777776,590,step two
function object,0.13449902559835036,693,1698.230769230769,686,step two
value (computer science),0.13474218553647824,694,1600.5714285714287,679,step two
reflection (computer science),0.13476481127087933,695,1241.1944444444443,593,step two
object code,0.13480623719688506,696,1721.6923076923076,699,step two
photographic filter,0.13522909071591138,369,1373.3750000000002,389
program lifecycle phase,0.1355051445774271,370,1406.125,394
client (computing),0.13605772078687162,371,538.4583333333334,229
authentication,0.13626038964111736,372,857.9375,339
application programming interface,0.13638747681091126,373,166.8877551020408,13
exponentiation,0.13642047630594786,697,1942.6250000000002,717,step two
variadic function,0.13675227029958437,698,1846.0416666666665,708,step two
floating-point arithmetic,0.1368174599594964,699,1853.9583333333335,712,step two
common lisp object system,0.1373677200420471,700,1476.1666666666665,637,step two
software deployment,0.13757563936072242,374,925.8333333333334,352
interface (computer science),0.13762208861244424,701,1478.7666666666667,642,step two
multimedia messaging service,0.13777786748763438,375,813.6428571428571,331
kilobyte,0.1378440323195338,702,1966.5769230769229,719,step two
amd,0.13811871488360086,703,1885.1923076923076,716,step two
assignment (computer science),0.13824461284407139,704,1592.1785714285713,672,step two
keyword (computer programming),0.13865402994757386,705,1474.8,635,step two
template (c++),0.13881530656783925,706,1697.4615384615386,685,step two
system preferences,0.13965106780463313,376,915.0000000000001,348
printer (computing),0.1402173497827498,377,1016.3333333333333,370
qml,0.14037890860196464,707,2009.2272727272727,720,step two
emacs lisp,0.1404505283675022,708,1707.1923076923076,693,step two
c11 (c standard revision),0.1408618824669168,709,1841.6666666666667,705,step two
data general,0.14167294652709145,710,2031.0,722,step two
linux foundation,0.14201334063683252,711,2036.7272727272727,724,step two
system software,0.14217053061512713,378,933.5833333333334,356
software documentation,0.14230791428651965,379,941.4166666666666,361
hash function,0.14232671934103858,712,2041.9999999999995,725,step two
problem domain,0.14287584220361052,380,1368.875,386
single-page application,0.14319254329142467,381,913.4166666666667,347
ray tracing (graphics),0.1434423271909566,713,1729.6923076923078,701,step two
computer display,0.1439527251802864,382,948.7500000000001,362
workflow,0.14404304076239105,383,941.0833333333333,359
whitespace character,0.1448281494522564,714,1718.4230769230767,698,step two
swf,0.14696233843191248,715,2020.8181818181815,721,step two
profiling (computer programming),0.14709406458330973,716,1587.357142857143,668,step two
software agent,0.14761450638555926,384,1127.0,380
command-line interface,0.1482782993987094,385,244.46052631578945,62
windows 10 mobile,0.14859870735221206,717,2071.818181818182,726,step two
microsoft office website,0.14861951396594014,386,1391.25,393
ibm pc,0.14909970663704414,718,2155.9583333333335,728,step two
addison-wesley,0.1491307622706091,719,1746.1153846153848,702,step two
winamp,0.14964355334586293,720,2035.1818181818182,723,step two
closure (computer programming),0.14983688601630338,721,1713.6153846153845,697,step two
ram,0.15053582660403364,722,1962.2307692307688,718,step two
aix operating system,0.1525790657415735,723,2214.5,733,step two
modulo operation,0.15329524414230655,724,2226.55,736,step two
random access memory,0.15388547315936568,725,2121.2083333333335,727,step two
concurrent computing,0.1544779785966291,726,2246.45,737,step two
synchronization (computer science),0.1551181268991388,727,1853.5833333333335,711,step two
icloud keychain,0.156390274354054,387,1827.0000000000002,398
computer data storage,0.15696528698423717,728,2288.3,738,step two
c++14,0.15815027738220364,729,1578.107142857143,661,step two
java platform,0.15849349953191239,730,2223.35,734,step two
canvas element,0.1591298885246253,731,2211.9500000000003,732,step two
speech recognition,0.16056121729513434,732,2164.954545454545,729,step two
end user,0.16194520903124027,388,396.2857142857143,150
apple menu,0.16237920146161086,389,1826.6666666666667,397
netbook,0.1652137974652043,733,2319.05,739,step two
godot (game engine),0.16608582407119704,734,1839.9166666666667,704,step two
list of numerical analysis software,0.1668993318733352,735,2455.4444444444443,740,step two
multiple dispatch,0.16749367079510533,736,2465.4444444444443,744,step two
database trigger,0.16749367079510533,737,2465.4444444444443,745,step two
desktop search,0.16753329338988998,738,2466.1111111111113,746,step two
mobile application development,0.16838304359644107,390,1367.625,384
graphics device interface,0.16876469515995815,739,2465.222222222222,743,step two
name binding,0.1689362054955509,740,2488.8333333333335,749,step two
resource acquisition is initialization,0.17060492156895382,741,2456.6666666666665,741,step two
swig,0.1719221412896076,742,2208.5999999999995,731,step two
gplv3,0.1724946884836011,743,2224.65,735,step two
constructive solid geometry,0.17352736022933593,744,2460.0,742,step two
input device,0.17767585105690045,391,1107.3999999999999,377
mit press,0.1814936542856908,745,2701.0,750,step two
return statement,0.18518227021892675,746,2763.0625,752,step two
optimizing compiler,0.18519712869197102,747,2763.3125,753,step two
end-user license agreement,0.18572650120759893,392,928.7500000000001,354
memoization,0.1857580360493916,748,2772.75,754,step two
ssh file transfer protocol,0.1859140500163562,749,2775.3749999999995,755,step two
extensible messaging and presence protocol,0.1862297925685466,750,2780.6874999999995,756,step two
cpan,0.18739246808425944,751,2800.25,758,step two
c++ standard library,0.19007129237344664,752,1051.7380952380952,515,step two
c++17,0.19267984446723252,753,2208.1499999999996,730,step two
snobol,0.1931348196930689,754,2470.722222222222,747,step two
graphical user interface,0.2002992081193533,393,125.15359477124183,5
opengl shading language,0.20117450860566144,755,2758.6874999999995,751,step two
user (computing),0.20839755514618408,394,413.32142857142856,162
memory safety,0.20858701856238387,756,3156.857142857143,760,step two
handle (computing),0.20862947134251028,757,3157.571428571429,761,step two
software design pattern,0.20918560276216666,758,3166.9285714285716,764,step two
ieee 754-2008,0.20928748943447018,759,3168.642857142858,765,step two
pulseaudio,0.21026535732120122,760,3166.071428571429,763,step two
computer performance,0.21034880893763108,761,3186.5000000000005,770,step two
user experience design,0.2106698898872226,395,558.6500000000001,236
user experience,0.21118479572078905,396,394.9285714285714,149
grid computing,0.21235258015959899,762,3220.214285714286,774,step two
business intelligence,0.21383842746402434,763,3245.214285714286,777,step two
end-to-end encryption,0.21422474776317493,764,3251.714285714286,778,step two
state (computer science),0.21444868754991928,765,2482.8888888888887,748,step two
elliptic curve cryptography,0.21506784114913377,766,3231.5,775,step two
"java platform, standard edition",0.21564294078434992,767,3171.857142857143,766,step two
visual c++,0.21808540438601434,768,960.5869565217391,469,step two
hardware description language,0.21860206534396345,769,3199.0,772,step two
non-uniform memory access,0.21870947245479844,770,3185.642857142857,768,step two
power user,0.21947661970881288,397,912.6666666666667,346
template metaprogramming,0.2201144074109854,771,3152.071428571429,759,step two
operand,0.22115352993747917,772,3185.857142857143,769,step two
type class,0.2215934602715288,773,3159.571428571429,762,step two
message passing,0.22255652397291453,774,3210.0,773,step two
ordinary differential equation,0.2256449827710147,775,3240.8571428571427,776,step two
brian kernighan,0.23100263784229524,776,3174.071428571429,767,step two
homebrew (video games),0.23170035720041893,777,2791.3125,757,step two
superh,0.23829071062448012,778,3191.7142857142862,771,step two
finalizer,0.2396348593078548,779,3679.2500000000005,782,step two
kde plasma workspaces,0.23981811380873386,780,3682.3333333333335,786,step two
code completion,0.24005584937744187,781,3686.333333333333,790,step two
field (computer science),0.2402490095270172,782,3689.583333333333,793,step two
amortized analysis,0.2402985377704981,783,3690.416666666667,794,step two
bbc basic,0.24050655639311758,784,3693.916666666667,795,step two
query language,0.24079382020530657,785,3698.7500000000005,800,step two
definition,0.24168346445900082,786,3699.2500000000005,801,step two
pseudocode,0.24179924354796759,787,3715.6666666666665,802,step two
utility software,0.24217519553415018,788,3697.6666666666665,798,step two
logtalk,0.24278440240545293,789,3697.7500000000005,799,step two
bullet (software),0.24301366895061294,790,3679.5000000000005,783,step two
density functional theory,0.2453058431864115,791,3774.666666666667,803,step two
international components for unicode,0.24570250684600572,792,3697.083333333334,797,step two
kio,0.24714506273932932,793,3679.5833333333335,784,step two
gradual typing,0.24820741164433363,794,3687.1666666666665,791,step two
automatic variable,0.25011615247723873,795,3682.5833333333335,787,step two
python programming language,0.25099511267486985,796,3678.5833333333335,781,step two
self-balancing binary search tree,0.25231395396722983,797,3695.5833333333335,796,step two
atlas autocode,0.2538124969978085,798,3689.166666666667,792,step two
hack (programming language),0.25416988796123174,799,3683.0000000000005,788,step two
natural language user interface,0.2585418980081509,398,1368.4999999999998,385
powerbuilder,0.25884907605659,800,3678.4166666666665,780,step two
kparts,0.26792149340325216,801,3677.333333333333,779,step two
generator (computer science),0.27124163123066547,802,3684.1666666666665,789,step two
destructor (computer science),0.2774416051901738,803,3679.75,785,step two
bugzilla,0.28339306242318124,804,4415.5,806,step two
visual prolog,0.2835535339320591,805,4418.2,807,step two
source lines of code,0.2845936270451569,806,4435.7,810,step two
programming idiom,0.286623514308895,807,4412.3,804,step two
bigtable,0.3011363278180029,808,4422.7,808,step two
ohloh,0.3030378930891166,809,4414.1,805,step two
hypertalk,0.3117505282225395,810,4429.0,809,step two
oracle solaris studio,0.3487554853448523,811,5515.249999999999,811,step two
operator precedence,0.34880749000050726,812,5516.125,812,step two
metadata (cli),0.3489857916770382,813,5519.125,816,step two
aliasing (computing),0.35040173568100325,814,5517.499999999999,814,step two
unity technologies,0.3508733289428337,815,5520.5,818,step two
anders hejlsberg,0.35117083603569793,816,5517.875,815,step two
specification language,0.35130075064625116,817,5522.625,819,step two
constant (programming),0.35272938850578206,818,5525.5,822,step two
distributed memory,0.35367160528363334,819,5526.375,824,step two
perfect forward secrecy,0.35445610351301793,820,5525.0,821,step two
trolltech,0.3566779443318347,821,5516.624999999999,813,step two
bliss,0.36284664632939473,822,5522.999999999999,820,step two
ceylon (programming language),0.3758370621358723,823,5519.375,817,step two
realbasic,0.38338075719118253,824,5526.125,823,step two
